,text,label
7735,条件是x趋于无穷大呢,-1
7736,反函数怎么求,-1
7737,先搞清楚什么是反函数的概念，看看书可能会有帮助,-1
7738,老师，这个Xn—的绝对值为什么等于n分之一的绝对值呢,-1
7739,动动手和动动笔,-1
7740,谢谢老师,-1
7741,中间省略了一步，就是的n次幂是或，取个绝对值就出来了,-1
7742,不懂，n是不是这些数，是Xn的那个n吗,-1
7743,你说的对，但是的奇数次幂都是，偶数次幂都是正一，负负为正嘛学数学必须亲自动笔，不能只看，你动手算一下就出来了，你要养成边看视频边动笔的习惯，那样进步更快,-1
7744,函数极限请问老师，√x在x趋向于时有极限吗它的左极限不存在但左边并不是它的定义域范围内,-1
7745,极限包含左右极限，这里只能讨论右极限,-1
7746,我个人觉得，既然左边没定义，那么定义域范围内只有右极限，右极限是所有的极限形式了，所以有极限,-1
7747,为什么要取δξ，证明题取特殊值好像不太严谨,-1
7748,任意给出ξ，都存在δ，只要找到一个δ就可以了,-1
7749,请问老师可是为什么就能确定的他刚好就等于一批龙呢,-1
7750,是取”Δδ，是知道δ满足条件后取定的,-1
7751,定义是存在德尔塔，只要能找到一个就是存在了,-1
7752,请教，我太难了我想请问，与去绝对值都有两解，为什么只取ab,-1
7753,只取一个就可以导出矛盾，为何还要再找其他的呢,-1
7754,函数极限与数列极限的关系看不太懂,-1
7755,函数极限与数列极限的关系，有特定的前提，fx当x趋于x时的极限存在，为A，数列xn也是趋于x得到另一个数列fxn，该数列的极限也存在，也为A,-1
7756,数列的极限比较单一，只能是n趋近于无穷大事，才能取极限函数的极限有两种，一种是趋近于定值时，另一种是趋近于无穷大时趋近于定值时，还可以是左趋近或右趋近趋近于无穷大时，可以是趋近于负无穷大也还可是趋近于正无穷大数列可以看成是一种特殊的函数，就是自变量为正整数时的函数，所以把它想象成函数的话，就相当于趋近于正无穷大时这一种极限了这是宏观的联系微观的建议比较专业，我一言难尽,-1
7757,老师，为什么|fx||A|，这是怎么推的,-1
7758,老师，为什么∈不可以取A,-1
7759,x绝对值为什么n,-1
7760,老师，函数极限，优秀的学生多长时间会学会，打击一下我,-1
7761,局部保号性为什么是这样，怎么得出来的,-1
7762,求解答为什么第二个例题中N要等于＋计算出来的式子,-1
7763,分母不能为零为啥是跳跃点,-1
7764,老师好，请问有问题吗,-1
7765,不可以恒为吗,-1
7766,为什么极限是一呀我数学有点弱,-1
7767,谢谢老师,-1
7768,测试的图片无法加载所有的测试题的那个都没图片了怎么办QAQ,-1
7769,我也是啊,-1
7770,函数极限证明例子为什么要让yipilpu等于贝塔,-1
7771,为什么看不到试题，连答案也不完整,-1
7772,检测题的图片都加载不了检测题的图片都加载不了,-1
7773,选项无法加载老师，我的选项的图片为什么加载不出来呢,-1
7774,老师，手机上做题加载不出来题和选项,-1
7775,老师，请问下,-1
7776,怎么知道数列有没有极限,-1
7777,用定义证这个比较难，得找到a，而且是有极限的情况，数形结合法，数列可以看成是自变量是正整数的函数，想象下函数图像右边无穷大时是否趋近于定值，用性质证，单调有界数列必有极限，看一下是否单调，在看是否有界，都有则必有极限，若无界，n很大是数列穷大，必然无极限，用唯一性证收敛数列极限必唯一，找一下子列，比如奇数列和偶数列极限不同，则发散，上述方法为我想到的一般常规方法，我觉得你可以看下课后小题，快速用数形结合法和唯一性方法判断，熟练之后把不能直接判断的用单调有界性或定义去尝试和练习，可能有疏漏的方法望补充,-1
7778,不知道为什么看不到题完全看不到，且选项也不完整，希望能修一下这个bug,-1
7779,无穷小定义的探讨无穷小的定义我理解为自变量在某一变化过程中极限为的函数或数列即为无穷小，书中给出的的定义是x趋近于x或无穷大的时的极限为的描述，我想问自变量趋近为定值时，单侧极限为零的函数是否可以定义为无穷小自变量趋近于无穷大时，若单边趋近无穷大时极限为零的函数是否可以定义为无穷小，进一步，无穷小是否可以根据研究问题而设定的自变量的趋近过程,-1
7780,谢谢陆老师点拨ooo,-1
7781,无穷小与无穷大不是函数么函数的部分分段也可以是,-1
7782,个人认为，单侧无穷小不能算函数在趋近该函数值时为无穷小,-1
7783,谢谢提的的见解我觉得你说的有一定道理，极限的存在的充要条件是左右极限都存在且相等但是老师说无穷小是与自变量的变化过程有关的，若是在我说右极限的前提下，即自变量从右侧趋近于x，说fx是这一过程中的无穷小是否可以,-1
7784,不行吧只有右极限那就是间断点了,-1
7785,老师，请问下第四个选项怎么理解呢,-1
7786,我感觉a不等于零的时候就成立了，a若等于零就不一定了,-1
7787,老师有些题我看不到选项怎么做呢,-1
7788,复合函数的极限运算为什么有fx不等于u,-1
7789,为什么下载不了下一章呢,-1
7790,循序渐进,-1
7791,老师这里如果￡大于怎么办,-1
7792,但是定义里面说nN，N应为正整数啊，不是正整数啊,-1
7793,老师，这道题怎么证明第二个,-1
7794,用定义,-1
7795,分子分母n次数相同，等于分子系数分母系数,-1
7796,分子分母同时除以n,-1
7797,ε是不是应该大于啊,-1
7798,不好意思我写错了是大于零,-1
7799,取Nε，nN时，有|nn丨,-1
7800,用定义里面可以能用放缩证明吗,-1
7801,放大为nn这样就可以放大为κn的形式了，再利用已知极限证明,-1
7802,这能消吗，宁看玩笑呢,-1
7803,用定义证明,-1
7804,把n换成n，然后n变化为趋近于，然后上下同时乘n，就可以出来了,-1
7805,厉害,-1
7806,厉害,-1
7807,一道题，卡住了数列极限定义证明题，哪位大神来帮帮我,-1
7808,表达式取绝对值后，小于等于nnnnn，再接下来，你一定会了,-1
7809,求解常值数列有极限吗例如Xn，它是收敛数列吗,-1
7810,狄利克雷函数狄利克雷函数是分段函数吗,-1
7811,无穷个无穷小的乘积是无穷小吗,-1
7812,老师，请问下这道题该怎么理解呢,-1
7813,老师讲得太好了概念解释结合图像和实际例子，预习不懂的一下子豁然贯通,-1
7814,谢谢鼓励,-1
7815,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7816,无穷小现在只能指的是趋向于吧，和高中不太一样,-1
7817,哦，谢谢,-1
7818,x趋于无穷大，也就是x的绝对值无限增大，当然tx的绝对值也无限增大，所以t也是趋于无穷大,-1
7819,谢谢老师,-1
7820,绝对值哪来的啊,-1
7821,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7822,你一定是把无穷小搞混了，什么是无穷小,-1
7823,不是趋于负无穷叫无穷小吗,-1
7824,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7825,x趋于无穷大，也就是x的绝对值无限增大，当然tx的绝对值也无限增大，所以t也是趋于无穷大,-1
7826,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7827,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7828,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7829,x趋于无穷大，也就是x的绝对值无限增大，当然tx的绝对值也无限增大，所以t也是趋于无穷大,-1
7830,懂了，谢谢老师,-1
7831,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7832,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7833,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7834,一个正无穷，一个负无穷,-1
7835,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7836,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7837,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7838,tx，不应该是x趋于无穷大时，t趋于无穷小吗,-1
7839,x趋于无穷大，也就是x的绝对值无限增大，当然tx的绝对值也无限增大，所以t也是趋于无穷大,-1
7840,怎么证明第一个重要极限就是e呢,-1
7841,问题已解决了,-1
7842,老师，为什么括号里不能是x时有定义还有x一定代表正无穷吗,-1
7843,谢谢老师，我已经明白了,-1
7844,我也没明白你的问题，要不你拍个图片吧,-1
7845,谢谢老师，是我定义没有理解好，就是函数极限和数列极限的区别我当时以为只是函数即可以在点取也可以在无穷处取，数列只能在无穷处取,-1
7846,为什么讲到无穷大就不讲了,-1
7847,同问,-1
7848,老师题过程怎么写,-1
7849,反三角函数，可以直接理解为三角函数的值域定义域互换嘛,-1
7850,第一次测验题的选项图片都看不了老师，第一次测验题的选项图片都看不了，能不能把图片修复一下,-1
7851,数列的极限怎么求,-1
7852,无穷大和有界函数的乘积是无穷大吗,-1
7853,不一定，有界函数可能是无穷小,-1
7854,有界函数不是上也有界下也有界怎么会有无穷小呢,-1
7855,你写错了，gx不是有界的,-1
7856,不是太懂初学者想知道为什么如果错了我道歉,-1
7857,题目显示不了,-1
7858,我的也是,-1
7859,解题lime²eˉ²x求极限，x,-1
7860,应该没有极限,-1
7861,怎么解,-1
7862,有界与无界￼老师，如果不存在这样的正数大M，但是，存在一个负数小m，一切Xn≥m，这样不能称之为有界嘛,-1
7863,要同时有上下界才为有界，反之都为无界,-1
7864,数列的极限老师，如果不存在这样的正数大M，但是，存在一个负数小m，一切Xn≥m不能称之为有界嘛,-1
7865,概念好模糊不会写题,-1
7866,复合映射的数学表达应该怎么写,-1
7867,请问请问第七题咋做详细过程谢谢辛苦,-1
7868,老师您做成第六题了,-1
7869,请问请问第题咋做,-1
7870,这题不会，帮帮我,-1
7871,谢谢老师,-1
7872,极限函数的渐近线怎么算怎么算水平与垂直渐近线呢，谢谢老师,-1
7873,老师，怎么判断数列收敛，即收敛的定义是什么,-1
7874,为什么当n大于N，Xn就有了极限,-1
7875,能举个例子吗,-1
7876,不知道为啥图片无法加载基本都是这样，从前天开始就是这样加载不出来,-1
7877,真的完全刷新不出来，已经重新下载了APP，还是没办法显示,-1
7878,我的也是,-1
7879,符号函数符号函数没听懂,-1
7880,谢谢老师,-1
7881,证明老师，如何证明一个数列是另一个的子列,-1
7882,保号性如何解释,-1
7883,老师求解第二题,-1
7884,不好意思，是第六题,-1
7885,极限老师，这题怎么证,-1
7886,为什么要取NK看不懂,-1
7887,有个问题当nN时，nε，但是n为什么大于ε呢ε不应该大于ε吗,-1
7888,取值为什么要让∑道特儿,-1
7889,好的知道了谢谢老师,-1
7890,这个题算不出正确答案,-1
7891,题目模糊有的题目实在太模糊了,-1
7892,N与ε的关系老师，这里是指先有ε才有N的意思吗，ε与N的逻辑关系是怎样的,-1
7893,我认为是先有ε，由n和ε的关系推出n的表达式，这个表达式是用ε表示的，再使N等于这个表达式，所以是先有ε,-1
7894,这个了不太懂老师这里是怎么来的,-1
7895,老师，我知道了，不用回复了，谢谢,-1
7896,怎么求出来的能说说吗,-1
7897,老师，请问这些咋做呀，,-1
7898,最后一张图，因为Xn有界，意味着对于任意取值n，都有Xn小于或等于某个常数C，Yn的极限为，二者相乘的极限，相当于与常数的乘积，结果就为,-1
7899,谢谢‘人必自救’,-1
7900,同问最后一张图,-1
7901,幂函数右标幂函数上标可以为零吗,-1
7902,老师求助这两个小题咋做,-1
7903,老师，请问函数极限的性质中定理的推论是什么意思,-1
7904,老师，第七题和第九题咋做,-1
7905,有点模糊老师，请问，为什么要n大于ξ分之一的整数部分呢直接大于它不就好了吗,-1
7906,n是正整数呀,-1
7907,谢谢咯,-1
7908,因为是数列，n为整数，,-1
7909,δ怎么取怎么取，δ为什么有的取等于一步禧龙，有的等于一步禧龙的二分之一,-1
7910,δ与ξ并无直接关系，δ是控制横轴x的极小值，ξ是控制竖轴fx的极小值，只是有些时候是特殊情况而已如果不懂可以去仔细看PPT中有图像的那里，分析一下就好了,-1
7911,为什么tan可以消除,-1
7912,为什么tan可以消掉,-1
7913,抱歉，图片在回复里面，问题里放不了图片,-1
7914,最后一题最后一题可以直接用吗，考试时候可不可以直接用,-1
7915,题目搞不懂,-1
7916,怎么看存不存在啊,-1
7917,老师您好，关于解题,-1
7918,这是俩种问题，一种趋于X，一种趋于无穷,-1
7919,反函数老师，第九题这个解题形式是怎么样的,-1
7920,求这个运算过程求这个运算过程,-1
7921,已经求解，,-1
7922,狄利克雷函数有图吗老师不容易理解,-1
7923,可能这样,-1
7924,有图，是y和y上的点阵，但不是直线如果用电脑表达的话其实看上去就会是直线，因为点太密了,-1
7925,哦，明白,-1
7926,图像不存在，可以理解成x取不同值的时候，由y或y的点构成的集合,-1
7927,没有吧，画不出来,-1
7928,反三角函数如何理解，我没学过，老师,-1
7929,谢谢老师,-1
7930,老师，关于反三角函数的练习不会做，像arcsin一类的题怎么求函数值啊,-1
7931,伊部新隆老师，伊部新隆分之一的整数部分是多少,-1
7932,正切函数算不算是有界而无最大最小值呢,-1
7933,正切函数是无界的吧,-1
7934,δ到底是什么意思啊老师,-1
7935,怎么做,-1
7936,看不到题看不到图老师,-1
7937,这个课后题哪老师，不会,-1
7938,看不懂再问,-1
7939,答案不对，是,-1
7940,用的是放缩法,-1
7941,要买教材吗学高数只要学这个精品课程就可以了吗要买教材学吗,-1
7942,谢谢,-1
7943,老师，yx算不算有界,-1
7944,x取正整数,-1
7945,可是取负无穷，不也是无界嘛,-1
7946,这个不应该有下界吗,-1
7947,x大于且趋近于正无穷的时候x收敛于但是定义域靠近的附近x不是无限增大吗,-1
7948,函数的有界性第十题,-1
7949,关于分段函数的定义fx丨x丨这不是一个式子吗为什么要写成两个式子，算作分段函数,-1
7950,谢谢老师,-1
7951,怎么求,-1
7952,感谢大佬,-1
7953,对数函数真数部分要大于零，整个对数要大于等于零,-1
7954,不能使x－x²数值为额懂一半吧，,-1
7955,求教，习题册页,-1
7956,老师这一步是怎么变的呀，看不懂＃－－,-1
7957,讲义第页，讲义页讲义第页已经用了cosx当x趋向于时极限是，讲义页又用夹逼准则证明是什么意思,-1
7958,讲义页得结论怎么推出来的因为sinxx得出sinx的绝对值x的绝对值，然后对sinx的绝对值x的绝对值，用夹逼准则得出sinx极限是吗,-1
7959,那它的位置应该放到前面夹逼准则那里吧,-1
7960,直观上看出来的极限，严格定义去证明看出来的极限”是对的,-1
7961,定义说，数列是按照一定规律排列成的一串数，一定规律”指什么,-1
7962,规律很多，比如可以排成，也可以排成，反正排出来就是了,-1
7963,求教，习题册页,-1
7964,我好迷茫要是没说ε小于，N能取整数吗,-1
7965,没说ε小于，N也能取整数，但后面的讨论会出现负数,-1
7966,第一次测试老师能告诉一下测试的题解题过程吗,-1
7967,为什么要引入δ，它的意义是什么,-1
7968,极限，δ体现自变量的逼近过程啊，否则看不出自变量的变化情况,-1
7969,㏒aax的定义域是什么,-1
7970,按照你给出的函数，应该是一切实数啊,-1
7971,为什么要满足nN,-1
7972,明白了，谢谢老师,-1
7973,当nN时，才能满足|fxa|n,-1
7974,数列极限是指，当n趋于无穷大时的极限，当然是考虑n很大时的情况，nN就体现n很大,-1
7975,老师，你能不能再说点详细一点,-1
7976,我有点理解不了，谢谢,-1
7977,N可以理解为任意一个正数，我们要表示的是n的趋于无穷大，nN呢，也可以理解为n大于任意数，即无穷大,-1
7978,那个一批隆到底是什么,-1
7979,是任意小的正数吗,-1
7980,每次讲到概念的时候就感觉自己像个傻子，到具体数值中才能理解,-1
7981,我都读一普细农”,-1
7982,一批隆”任意给出的一个正数，无论它的大小，都可以办证一定范围内的数列的项xn与极限之差的绝对值小于一批隆”,-1
7983,那ε不就是可以看作无线接近吗,-1
7984,不是特意把它看成无限接近于零，而是以步森可以任意给定，其中就包括无限接近于零,-1
7985,题目老师，我看不了图片，应该怎么做题目,-1
7986,多试几次，或者换台电脑试试，其他人都可以啊,-1
7987,老师，有没有证明没有极限的题目的例子，我怎么感觉这种证怪怪的,-1
7988,老师，放缩法可以应用到证明极限里面吗，会不会造成N的值不准确,-1
7989,极限定义证明极限，比较难，但这是数学的基础，多看看多听听，多研究,-1
7990,这一步是不是多余的，感觉只要∈后面的推导就成立啊,-1
7991,为什么不直接写存在N,-1
7992,因为N未知，我们的目的就是求N,-1
7993,是哦，ln是小于的,-1
7994,ln等于,-1
7995,当然需要你这个假设，否则，它大于的话，最后一行中中括号内的值就是负数”了，你仔细看看,-1
7996,为啥是负数啊,-1
7997,如果我假设它大于呢,-1
7998,因为对数函数图像当x小于大于时在x轴下方，是负数,-1
7999,就算是负数的话，结论也该是成立的吧,-1
8000,要保证N始终大于分子分母都要同号，分母的LNq小于，分子就要是负数,-1
8001,因为分子如果负的太大，会导致中括号为负，不满足N为正整数,-1
8002,老师说的很对,-1
8003,Q绝对值小于一,-1
8004,同问,-1
8005,老师，请问判断发散的方法有几个我能想到的是，通过无界来判断，利用子数列,-1
8006,你是指判断数列发散吗,-1
8007,狄利克雷函数狄利克雷函数是不是分段函数,-1
8008,当然是啊,-1
8009,第一讲的测试图片显示不出来,-1
8010,多试几次,-1
8011,老师，求解，我也不知道我哪里错了,-1
8012,加减号分隔开来的项，不可以单独用等价无穷小，也就是sint不能用等价无穷小,-1
8013,题目老师我一到题题目和选项都看不了，能不能发我一下,-1
8014,电脑上可以看到除了第二三题的选项,-1
8015,无法发你啊，你自己解决,-1
8016,问题邻域是什么,-1
8017,邻域，有定义啊，简单来说，就是某一点为中心的一个开区间，区间的半径可大可小,-1
8018,求极限课堂上我记得用图像说明的该极限，那么能用运算法则严密计算吗,-1
8019,好的，谢谢老师,-1
8020,可用洛必达法则可用泰勒展开，直接用运算法则好像不太方便,-1
8021,老师这个怎么求N第三小问,-1
8022,继续放缩的话极限是不是会变啊,-1
8023,nnnnnnn，接下来就可以处理了,-1
8024,求解老师，这两个结论是否正确,-1
8025,无界和发散老师无界是发散的什么条件呢,-1
8026,老师这个不会做，,-1
8027,测试无法显示Android手机，测试显示不出来,-1
8028,求解,-1
8029,只有x属于到之间才成立或者是反函数为单调函数时的x的取值区间都成立,-1
8030,请问该题的思路，谢谢,-1
8031,先把分子加起来约掉一部分,-1
8032,子列老师子列的选择可不可以只选一段，比如n的子数列可不可以只选n属于负无穷到零这一区间的,-1
8033,好的，谢谢老师,-1
8034,老师这个怎么求,-1
8035,测验题目看不到测验的题目看不到,-1
8036,ξ—M定义引进M的目的是什么有什么作用,-1
8037,我明白了,-1
8038,老师这个题怎么做ysinxπ≦x≦π／的反函数,-1
8039,谢谢老师,-1
8040,请老师解答一下请问一下什么是铅直渐近线,-1
8041,没有看见题,-1
8042,狄利克雷函数有什么意义,-1
8043,老师，函数极限与数列极限的关系为什么要限制xn≠x,-1
8044,有界的最大值和最小值必须互为相反数吗,-1
8045,疑问老师，具体什么是收敛数列，什么事发散数列，可以举几个例子吗,-1
8046,的x次函数有极限吗,-1
8047,x的范围是全体实数,-1
8048,如何将一个函数拆成若干简单初等函数的复合,-1
8049,极限运算法则求解第十小题,-1
8050,老师为什么这个c和d错了,-1
8051,领域半径老师，这个题接下来咋整呢,-1
8052,老师，这道提该怎么解,-1
8053,谢谢老师,-1
8054,这个是怎么转换过来的我看不懂,-1
8055,求解我怎么就能一下确定极限就是，要是我拿极限是这样算的话，不是也能根据步骤慢慢证明出来吗，还是要数形结合，分不清楚,-1
8056,是不是他必须要趋近于,-1
8057,我如果不让取，让取到的话会不会产生结果,-1
8058,老师对应法则是指什么,-1
8059,老师可以说的在详细一点吗谢谢,-1
8060,除了用洛必达法则，怎么用等价无穷小做这道题,-1
8061,哦，谢谢老师,-1
8062,求解,-1
8063,求解,-1
8064,是bug了吗真全靠蒙系列退出重启了好几次都没用,-1
8065,老师和同学们，求解,-1
8066,加项的运用要什么条件呢，老师,-1
8067,好难懂越听越迷茫TT推理全靠背，换个字母就不记得了,-1
8068,关于n大于N的条件为什么n要大于N数列才会有极限,-1
8069,求极限的步骤数列极限如何求解，如何写过程,-1
8070,证明极限,-1
8071,这个为什么是对的,-1
8072,为什么不是,-1
8073,这个怎么算啊,-1
8074,这个怎算,-1
8075,为什么不是e,-1
8076,是错的,-1
8077,吧,-1
8078,不太懂·,-1
8079,负无穷大,-1
8080,这个题不太懂,-1
8081,AB,-1
8082,老师我想问绝对值非常小的常数列是无穷小为什么不对,-1
8083,关于题目格式老师慕课一定要用图片才可以做题目吗，出现两次了，已经反馈，但是不知道平台要啥时候才能给解决了呢,-1
8084,反函数与原函数如何求一个函数的反函数,-1
8085,cotx的图像怎么画,-1
8086,谢谢老师,-1
8087,sinx可以换成cosx,-1
8088,sinx可以换成tanx·cosx,-1
8089,第一周第三讲测试的图片挂了吗有其他人能看到吗,-1
8090,关于复合函数的极限运算法则的注意事项的理解,-1
8091,最后一个例题，为啥要设∈小于，设其他行吗,-1
8092,高数老师这个怎么证明,-1
8093,老师，请问下极限为什么不是无穷呢,-1
8094,复杂函数的有界性要怎么证明呢,-1
8095,关于N老师你好，不好意思我看了大家的一些问答还是不太清楚N的含义以及意义,-1
8096,考研这本书是考研用的数学书吗,-1
8097,求老师学霸们帮忙看看这些题极限应该怎么去求有哪些求法,-1
8098,老师，请问下这道题为什么第一张截图的函数极限存在，不能推出函数有界第二张截图的函数有界，不能推出极限存在呢,-1
8099,如何求反函数请问第九题怎么求,-1
8100,不一定单调，所以不一定有反函数,-1
8101,请问请问这个怎么证明那个x怎么放大谢谢,-1
8102,不好意思老师我没明白⊙⊙,-1
8103,可以麻烦具体说一下过程吗,-1
8104,请问请问这个怎么证明那个x怎么放大谢谢,-1
8105,判断两个函数是否相同第二题的,-1
8106,定义域,-1
8107,第一个例题怎么就出来了个n分之一，哪来的,-1
8108,老师，图裂了,-1
8109,这些题看不到,-1
8110,为什么它的极限是,-1
8111,这是要你证明等于你的详情看后面的知识点,-1
8112,为什么B不等于即可怎么保证gx在某一段也不为呢,-1
8113,分母不能为，否则没有意义,-1
8114,反函数的解答还是不太清楚,-1
8115,测试题老师，数学测试题好像打不开，看不了,-1
8116,狄利克雷函数为什么没有最小正周期设的r为什么不能有值,-1
8117,OK，懂了,-1
8118,为什么所有正有理数都是周期呢,-1
8119,我感觉这都不算是周期函数,-1
8120,是周期函数啊，根据定义，存在一个T使得fx＋Tfx啊,-1
8121,cotx请问老师cotx是奇函数吗,-1
8122,是的,-1
8123,是以π为周期的奇函数,-1
8124,是奇函数，周期为π,-1
8125,cotxcotx，所以是,-1
8126,是非奇非偶函数,-1
8127,高等数学最后有介绍反三角函数的，上面有各个函数的图像,-1
8128,是奇函数,-1
8129,老师为什么不讲那个柯西准则如题,-1
8130,ε与N的关系ε的去定与N的关系一定只能是N的转化关系吗，可以是其他的吗,-1
8131,明白了谢谢老师,-1
8132,打不开我的打不开看不了题目，没有办法做,-1
8133,为什么长度在的开区间里有无数个点,-1
8134,图片无法显示,-1
8135,这个题看不了怎样解决呢,-1
8136,题目的图片显示不出来,-1
8137,刷新一下,-1
8138,第二题的两个小题怎么做啊,-1
8139,为什么题目不显示了,-1
8140,请问老师这个怎么来的，q的正负不知道啊,-1
8141,明白了，谢谢老师,-1
8142,关于x趋于∞时，两个函数商的求极限问题这个分子分母为什么不能同时除以x平方啊答案是求倒在由第四节定理得极限是∞,-1
8143,如果你这样算的话那除以怎么除用倒数来看答案仍然为无穷大～,-1
8144,对没错而且这个高等数学一有两个版本这个是最新开始更新的手机重启，重新登录，也都不行,-1
8145,也是服了，我换了三个电脑浏览器，手机app浏览器也用了，全都是显示不出来,-1
8146,唉，啥都不懂，难啊,-1
8147,老师周期必须是正数吗,-1
8148,老师周期必须是正数吗,-1
8149,解疑老师推论中的|A|是怎么取的取其他的值就不可以吗,-1
8150,这个为啥不是,-1
8151,我也是,-1
8152,sinx与sinx分之一是否未反函数,-1
8153,这题为什么Nε呢,-1
8154,老师，题目，选项都没了,-1
8155,函数的有界性老师，函数能够只有上界而无下界吗，并且有上界而无下界是有界的函数吗,-1
8156,谢谢老师,-1
8157,老师，如果上界最小值是y下界最大值是y，那是不是它应该写成|y|≥呢因为你视频里说的好像有界性上下要统一,-1
8158,XX是用来干啥的,-1
8159,表示数轴上x与x的距离,-1
8160,收敛数列老师请问收敛数列跟有界数列有什么区别,-1
8161,函数的渐近线怎么求,-1
8162,老师，这道题怎么写,-1
8163,要用极限定义证明,-1
8164,打扰一下怎么说明哪些数列收敛，以及怎么说明收敛数列的极限能给个模板嘛,-1
8165,想问下大家用的什么浏览器登录的慕课，如图，我用的QQ浏览器，也用安卓手机，苹果手机登陆过，这些图片都无法加载,-1
8166,应该是开启了流量限制吧,-1
8167,搞不懂NN的取值范围多少一般都这个么,-1
8168,老师那个函数有界在实际问题是不知道怎么运用,-1
8169,无穷大与无界函数有什么区别,-1
8170,忘记根号运算了√为什么是√呢,-1
8171,反函数反函数该怎么求,-1
8172,数列有界如果数列收敛，那么一定有界那么的n次幂有界吗为什么呢,-1
8173,是因为数列的n必须是大于零的整数嘛,-1
8174,所以这个数列应该是有界的吧，因为n为正整数，界应该是吧，对吗老师,-1
8175,界不是－,-1
8176,关于发散与无界老师，发散数列一定无界吗,-1
8177,不一定啊,-1
8178,为什么不一定,-1
8179,老师，这道题怎么解,-1
8180,还有这道题,-1
8181,老师，逆映射与复合映射的例四没读懂,-1
8182,那个题目看不了怎么办,-1
8183,好的谢谢,-1
8184,我的测试题目也是打不开，换电脑换网好像都没显示出来习题,-1
8185,选项显示不完全,-1
8186,可怕当q时有的项为负数为什么还说极限是,-1
8187,请老师帮忙解答,-1
8188,的他的取值搞不懂为什么每次都是取的他等于一木洗龙能保证fx介于水平直线内很好奇的他怎么被一木洗龙影响的,-1
8189,这测验都看不了是为什么,-1
8190,我也是啊,-1
8191,老师，这道题为什么这样不对,-1
8192,这是怎么做的呢,-1
8193,好的，谢谢老师,-1
8194,老师，常函数就是常值函数吗,-1
8195,对N有没有什么限制，还是N为任何数都行,-1
8196,老师Xn的点为什么均落在那个区间,-1
8197,那这样写的目的是什么为什么要这样转化,-1
8198,图片格式错误或者来源出错,-1
8199,我也是这样,-1
8200,那该怎么办呢,-1
8201,我也是这样,-1
8202,求解这里为什么要进行放缩,-1
8203,为什么x—时的极限存在与否与它没有关系,-1
8204,哦哦谢谢老师,-1
8205,极限是x趋于时的变化情况，不牵涉到x的函数值,-1
8206,为什么选择,-1
8207,小于当然不行ε应该是很小的正数，这样才能体现无限靠近，小于小于小于等等都可以，,-1
8208,老师这道题下面怎么做,-1
8209,从你最后的关系式可以解出n大于N某一个正数，利用极限的定义就可以证明极限为,-1
8210,两个定义,-1
8211,第二个是帮助你理解的几何意义，而第一个取到极限时，割线斜率也就等于切线斜率了，所以两者是不矛盾的,-1
8212,第是不是定义，一式中的点x，fx在曲线上变动，二式中的点x，y在切线上变动，两者含义不同,-1
8213,哦哦好的谢谢,-1
8214,关于证明数列极限取N值的小疑问老师您好，对于本节第一个例题，请问在取N值时，可不可以取Nξ，或者Nξc呢,-1
8215,可以，正整数N的取法不唯一，找到了一个N，比它大的所有正整数都可以作为N,-1
8216,如何求反三角函数的定义域arcsinx的定义域怎么求,-1
8217,反三角函数的定义域与原来的直接函数的值域有密切关系,-1
8218,导数，连续，与极限老师问一下，在某一点连续必定在这点有极限，但在这点有极限不一定连续，但是在某一点导数的实质就是该点的极限，然而有个定理说在某一点可导必定在此点连续，也相当于在一点有极限在该点必定连续，这俩种说法不是矛盾了吗是我理解错了吗,-1
8219,你理解有误连续是函数的极限，导数出现的极限是函数变化率的极限，两个极限完全不一样,-1
8220,哦哦对头谢谢,-1
8221,老师，为什么内层函数的极限不能等于外层函数的极限，在这个定理,-1
8222,老师懂了谢谢,-1
8223,老师第四题怎么做,-1
8224,请问最后一步怎么得出等于的啊,-1
8225,x→∞,-1
8226,题目是啥,-1
8227,题目刷不出来，怎么办,-1
8228,反函数老师，请问我这样解步骤严密吗，如果不严密，应该如何解呢,-1
8229,好的，谢谢老师,-1
8230,第，题一直缓冲不出来改怎么办,-1
8231,第一题为什么是可能收敛，也可能发散,-1
8232,题目是啥,-1
8233,题目和选型显示不出来老师，第二周第四讲第二个测试题目和选项显示不出来,-1
8234,老师，我也遇到同样的问题，换了好几个电脑上的浏览器和手机客户端都一样，很多题目的图片都无法显示,-1
8235,好像有计算错误不知道为什么，我不算还好一算反而觉得好像课件打错了如果是我弄错了，请老师指出来，谢谢,-1
8236,请问老师这道题怎么做,-1
8237,谢谢老师,-1
8238,第五题求解,-1
8239,题目是啥,-1
